Domain	Phylum	Class	Order	Family	Genus	Segments(Nodes)	Links(Edges)	No. genomes	Ref
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	UBA349	69299	92775	7	GCA_023249725.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanosphaerulaceae	UBA288	20018	26663	28	GCA_004332335.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Tous-C4FEB	4288	5141	8	GCA_014376585.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Koribacteraceae	TOLSYN	4501	5881	3	GCA_003010405.1
Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TMED161	TMED161	48316	64415	4	GCA_002731795.1
Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	TMED108	3889	5202	8	GCA_002717765.1
Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	UBA1611	TMED80	66085	87968	7	GCA_913043185.1
Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	UBA1611	TMED8	21	0	12	GCA_002690705.1
Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	TMED6	TMED6	51220	68258	12	GCA_002710085.1
Bacteria	Verrucomicrobiota	Kiritimatiellia	Kiritimatiellales	Tichowtungiaceae	Tichowtungia	182	0	8	GCA_016342445.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	637	623	3	GCA_017305195.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Terriglobus_A	940169	1261085	3	GCF_008000815.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Terriglobus	158	156	11	GCF_900105625.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Terracidiphilus	838	586	63	GCA_003164635.1
Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	TCS55	81032	108025	12	GCA_002716525.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Tc-Br11	975707	1320033	13	GCA_017357105.2
Bacteria	Verrucomicrobiota	Kiritimatiellia	UBA8416	UBA8416	T3Sed10-140	199	0	4	GCA_003567005.1
Bacteria	Bacillota_B	Desulfotomaculia	Desulfotomaculales	Pelotomaculaceae	Syntrophopropionicum	30497	40421	4	GCA_012518875.1
Bacteria	Bacillota_B	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas_B	53	0	3	GCF_000983115.1
Bacteria	Bacillota_B	DSM-12270	Thermacetogeniales	Thermacetogeniaceae	Syntrophaceticus	31662	41890	4	GCF_000946815.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Synoicihabitans	339	445	7	GCA_020809425.1
Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	SYLY01	334	0	3	GCA_902825945.1
Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	SYKU01	55084	72844	3	GCA_005808865.1
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	SCN-69-37	SYFT01	394	0	7	GCA_024640135.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA9464	SXXZ01	1067288	1443616	13	GCA_903939515.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	SXWH01	745	0	7	GCA_014189875.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	SXTU01	SXTU01	2900	2617	10	GCA_903863315.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	SW10	417597	558753	15	GCA_002323895.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	SW-9-67-25	24586	32585	3	GCA_003022745.1
Bacteria	Bacillota_B	Desulfotomaculia	Ammonifexales	Ammonificaceae	SURF-55	275	0	3	GCA_012961725.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	SbA1	Sulfotelmatobacter	13350	16901	28	GCA_017883425.1
Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	9510	12467	16	GCA_017554485.1
Bacteria	Krumholzibacteriota	Krumholzibacteria	Krumholzibacteriales	Krumholzibacteriaceae	SSS58A	38419	50971	3	GCA_002403295.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	UBA953	Spyradosoma	195	0	10	GCA_021204635.1
Bacteria	Verrucomicrobiota	Kiritimatiellia	RFP12	UBA1067	Spyradenecus	4540	5734	15	GCA_017548245.1
Bacteria	Bacillota_B	Desulfotomaculia	Desulfotomaculales	Desulfallaceae	Sporotomaculum	80960	108192	6	GCA_016841645.1
Bacteria	Bacillota_C	Negativicutes	Sporomusales	Sporomusaceae	Sporomusa	193	0	12	GCA_023388195.1
Bacteria	Marinisomatota	SORT01	SORT01	SORT01	SORT01	88253	117849	5	GCA_022571215.1
Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Solibacter	40182	52351	5	GCA_017883355.1
Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantaceae	SOIV01	19085	25024	4	GCA_004377005.1
Bacteria	Zixibacteria	MSB-5A5	MSB-5A5	SM1-73	SM23-73-3	155	0	4	GCA_023129805.1
Bacteria	WOR-3	WOR-3	SM23-42	B36-G15	SM23-42	1	0	6	GCA_020349965.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Verruco-01	SLLG01	14734	19161	3	GCA_007134215.1
Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	CAITNO01	SLFT01	478	0	4	GCA_007118765.1
Bacteria	Verrucomicrobiota	Kiritimatiellia	SLAD01	JAHIZV01	SLAD01	257	17	4	GCA_007126515.1
Bacteria	Bacillota_C	Negativicutes	Sporomusales_B	UBA7701	SL1-B47	353807	473352	3	GCA_018434945.1
Bacteria	Verrucomicrobiota	Kiritimatiellia	SLAD01	SLAD01	SKZA01	979	1004	3	GCA_007136425.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	25	0	6	GCF_001006305.1
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	UBA1829	SIG79	34956	46431	4	GCA_015061845.1
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	SIG78	4764	6236	5	GCA_015061885.1
Bacteria	Latescibacterota	UBA2968	UBA8231	UBA8231	SICG01	173503	232473	5	GCA_016187725.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	SIBE01	SIBE01	246	0	3	GCA_016871515.1
Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas_C	26152	34777	9	GCA_900314825.1
Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas_B	61794	82648	5	GCA_015058655.1
Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas_A	341137	458813	25	GCF_000687995.1
Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	246516	330194	43	GCA_916438625.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	SD8	63823	84661	3	GCA_001412335.1
Bacteria	Acidobacteriota	Terriglobia	UBA7540	UBA7540	SCRD01	15250	20346	6	GCA_004298155.1
Bacteria	Bacillota_B	Desulfotomaculia	Desulfotomaculales	Nap2-2B	SCADC1-2-3	199593	267959	4	GCA_002327235.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Salinigranum	788	1045	4	GCF_007004735.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Salinarchaeaceae	Salinarchaeum	1	0	3	GCF_000403645.1
Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Saccharicenantaceae	Saccharicenans	30	0	12	GCA_014360015.1
Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	RUG12372	4623	5668	8	GCA_017939945.1
Bacteria	Verrucomicrobiota	Kiritimatiellia	RFP12	UBA1067	RUG572	5136	6143	20	GCA_900771305.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Rubritalea	376	500	5	GCF_002954445.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	783	0	3	GCA_023429545.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Roseibacillus_B	661	761	14	GCA_002721695.1
Bacteria	Acidobacteriota	Terriglobia	UBA7540	UBA7540	RH2-MAG17b	261	0	3	GCA_902812415.1
Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	RGIG9201	1470	1665	3	GCA_017635875.1
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	UBA1829	RGIG5327	341	0	3	GCA_017613255.1
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	RGIG5270	2187	2379	3	GCA_017505415.1
Bacteria	Verrucomicrobiota	Lentisphaeria	UBA1407	UBA1407	RGIG3456	100695	133482	5	GCA_017615955.1
Bacteria	Verrucomicrobiota	Lentisphaeria	UBA1407	UBA1407	RGIG1601	15959	20832	4	GCA_017525435.1
Bacteria	Verrucomicrobiota	Kiritimatiellia	RFP12	UBA3636	RGIG990	5813	7569	3	GCA_017424105.1
Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	RBG-16-66-30	RBG-16-66-30	13355	17454	9	GCA_017883305.1
Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	RBG-13-68-16	16662	22388	9	GCA_020073245.1
Bacteria	Acidobacteriota	Blastocatellia	RBC074	RBC074	RBC074	63	0	6	GCA_018269055.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Rariglobus	16844	22030	10	GCA_024711005.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	QYQL01	178	0	3	GCA_014879575.1
Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Quinella	3545	4259	51	GCA_017479925.1
Bacteria	Zixibacteria	MSB-5A5	GN15	FEB-12	QQUK01	617	0	5	GCA_913009765.1
Bacteria	KSB1	UBA2214	DRLW01	DRLW01	QQUE01	87	0	4	GCA_020633655.1
Bacteria	WOR-3	32-111	QNBC01	QNBC01	QNBC01	184	0	3	GCA_003641665.1
Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZS01	QMZS01	QMZS01	76	0	6	GCA_003663355.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	SbA1	QIAJ01	261	0	4	GCA_003225495.1
Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	QHXN01	167242	223444	4	GCA_019242475.1
Archaea	Halobacteriota	Syntropharchaeia	ANME-1	ANME-1	QEXZ01	21915	29002	4	GCA_021161765.1
Archaea	Halobacteriota	Syntropharchaeia	ANME-1	ANME-1	QENH01	46853	62405	4	GCA_003336485.1
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanocomedenaceae	QBUR01	55259	73795	6	GCA_013374385.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312	QALA01	32	6	3	GCA_944389885.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	T3Sed10-336	PXDC01	530	444	3	GCA_003558065.1
Bacteria	Verrucomicrobiota	Kiritimatiellia	SS1-B-03-39	UBA6053	PXAS01	8399	11060	4	GCA_020831625.1
Archaea	Aenigmatarchaeota	Aenigmatarchaeia	PWEA01	B50-G16	PWEA01	1027	1287	6	GCA_003555465.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Puniceicoccus	95	0	3	GCA_002388665.1
Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	PSRF01	49634	66326	13	GCA_013811945.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	51079	68026	32	GCA_002336895.1
Bacteria	Verrucomicrobiota	Kiritimatiellia	Kiritimatiellales	Pontiellaceae	Pontiella	5	0	14	GCF_900890705.1
Bacteria	Krumholzibacteriota	Krumholzibacteria	LZORAL124-64-63	LZORAL124-64-63	PNOJ01	32606	42967	3	GCA_020718045.1
Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	PNKE01	37710	49835	4	GCA_014860455.1
Bacteria	Bacillota_B	Thermincolia	Thermincolales	UBA2595	Phosphitispora	348813	467148	3	GCA_016841725.1
Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	49369	65704	20	GCA_004558595.1
Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	279906	375755	24	GCF_003269275.1
Bacteria	Bacillota_B	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	PHAA01	5503	6865	4	GCA_012522705.1
Bacteria	Bacillota_C	Negativicutes	Propionisporales	DSM-13327	Pelosinus	1219531	1650823	5	GCF_000271485.2
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Pelagicoccus	994	1253	4	GCF_014803405.1
Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Pectinatus	862	1075	5	GCF_015732285.1
Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Paludibaculum	127221	169505	7	GCA_016213245.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447	26	0	12	GCA_903834135.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Palsa-1392	209	0	4	GCA_013815325.1
Bacteria	Bacillota_B	DSM-12270	Thermacetogeniales	Thermacetogeniaceae	Palsa-1188	11001	14483	3	GCA_003132605.1
Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	Palsa-360	78	0	5	GCA_020073705.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Palsa-343	77	0	6	GCA_021792135.1
Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	Palsa-295	401928	537679	13	GCA_003167215.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Palsa-288	28841	38219	7	GCA_003142235.1
Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	Palsa-189	24077	31324	4	GCA_003224175.1
Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Palsa-187	2212	2815	12	GCA_020073445.1
Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	PALSA-129	755	0	10	GCA_003164075.1
Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Palsa-89	361016	481564	11	GCA_003162425.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	2483	3312	8	GCF_000019965.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opi-474	2928	3708	10	GCA_018239675.1
Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17	268	0	50	GCA_002483395.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Verruco-01	Oceanipulchritudo	280	0	3	GCA_009908535.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Oceaniferula	51	0	11	GCA_016811075.1
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA8438	NP936	170	0	3	GCA_002726085.1
Bacteria	Bacillota_C	Negativicutes	Veillonellales	Negativicoccaceae	Negativicoccus	80	0	3	GCA_900556745.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronorubrum	464643	620489	10	GCF_001971705.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	52668	70241	23	GCA_003022815.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronococcus	522141	699625	6	GCF_000337675.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natronoarchaeaceae	Natronoarchaeum	32545	43453	4	GCF_024494695.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	773056	1040026	26	GCF_004217335.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrialba	858573	1161376	7	GCF_001861355.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrarchaeobius	1676	2183	4	GCF_008245225.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrarchaeobaculum	1	0	4	GCF_002156705.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	MWDT01	32	0	5	GCA_016217595.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	MVRE01	103	0	4	GCA_903900025.1
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	MTP4	153649	205922	4	GCA_016841625.1
Bacteria	Bacillota_B	Moorellia	Moorellales	JACIYF01	Moorella	246676	329695	10	GCF_001267405.1
Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	35326	47102	4	GCA_900552565.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	503486	678860	5	GCF_007475525.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Methylacidimicrobium	692	724	6	GCF_902143375.2
Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix_A	25416	33874	8	GCA_001509375.1
Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	11000	14668	27	GCA_016706325.1
Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus_A	1	0	3	GCF_000017185.1
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae_A	Methanothermobacter_A	338514	454280	4	GCA_003584625.1
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae	Methanothermobacter	175942	232805	10	GCF_014889545.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	3219	3897	8	GCA_020216685.1
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	3951	5020	19	GCA_003266145.1
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	EX4572-44	Methanosarcina	10069	13452	31	GCA_023955635.1
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosalsum	46	0	3	GCF_024808815.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	48518	64644	24	GCA_003170075.1
Archaea	Methanobacteriota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	319605	426694	3	GCF_002201895.1
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	Methanoperedens	246	0	21	GCA_021409285.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanomicrobium	865	1149	6	GCF_017875315.1
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanomethylovorans	79582	105921	7	GCA_002508425.1
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	5279	7119	19	GCF_900114835.1
Archaea	Halobacteriota	Methanoliparia	Methanoliparales	Methanoliparaceae	Methanolliviera	33565	44587	3	GCA_004212085.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea_A	27	0	7	GCA_024518585.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia	485	439	3	GCF_000784355.1
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	125245	166214	7	GCF_003722075.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium	32634	43451	6	GCA_011045995.1
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanogasteraceae	Methanogaster	47015	62497	9	GCA_002503595.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanofollaceae	Methanofollis	1424	1604	7	GCA_002498315.1
Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	Methanofervidicoccus	23453	31158	9	GCA_015661555.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	1894492	2722962	35	GCF_001602375.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	102	0	15	GCA_001940805.1
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanocomedenaceae	Methanocomedens	24317	32198	3	GCA_013330355.1
Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	348487	471090	7	GCF_000016125.1
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	93969	125509	9	GCA_021108185.1
Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella_A	303	0	3	GCA_023436075.1
Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus_A	2	0	3	GCF_000371805.1
Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	74	0	11	GCA_013153845.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocalculus	562	446	7	GCA_003838065.1
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_C	5165	6483	8	GCA_009776495.1
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_B	178567	239335	5	GCF_000621965.1
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_A	153	0	64	GCA_015062925.1
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	353347	481096	99	GCA_902774685.1
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_D	745	986	10	GCA_002494885.1
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_C	262653	351337	4	GCF_900095295.1
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_B	42456	56231	10	GCA_009712615.1
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_A	187033	251085	12	GCA_002502855.1
Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	2160	2579	51	GCA_020854975.1
Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanimicrococcus	189	0	6	GCA_017613335.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312	Merdousia	3573	4628	22	GCA_000438015.1
Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	823	1086	22	GCF_001553405.1
Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	88538	118075	5	GCA_002314325.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	MB11C04	MB11C04	94	0	27	GCA_902618175.1
Bacteria	Marinisomatota	AB16	AB16	46-47	Marinisoma	121832	163770	24	GCA_000402815.1
Bacteria	Marinisomatota	AB16	AB16	46-47	M50B103	207	0	4	GCA_016937825.1
Bacteria	Krumholzibacteriota	Krumholzibacteria	LZORAL124-64-63	LZORAL124-64-63	LZORAL124-64-63	372	0	4	GCA_002747875.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Luteolibacter	79863	106347	47	GCA_018969605.1
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	69782	93650	8	GCA_934541105.1
Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	LKUD01	21916	29107	3	GCA_001412355.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	DSM-45221	Lentimonas	275640	370035	10	GCA_002430605.1
Bacteria	Verrucomicrobiota	Kiritimatiellia	LD1-PB3_B	Lenti-01	Lenti-01	457	0	8	GCA_022709625.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	176215	236170	15	GCA_002304425.1
Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	JdFR-80	JdFR-80	659	392	3	GCA_011042725.1
Bacteria	Krumholzibacteriota	Krumholzibacteria	Krumholzibacteriales	Krumholzibacteriaceae	Krumholzibacterium	77893	103547	4	GCA_019038625.1
Bacteria	JAMCPX01	JAMCPX01	JAMCPX01	JAMCPX01	JAMDCL01	24671	32690	3	GCA_023489065.1
Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	JALIQP01	105480	140699	3	GCA_022869805.1
Bacteria	Acidobacteriota	Terriglobia	UBA7540	UBA7540	JAKCCV01	192290	256508	4	GCA_021838785.1
Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	JAKASX01	111	0	4	GCA_021788095.1
Bacteria	Acidobacteriota	UBA4820	UBA4820	DSQY01	JAKAJA01	84327	111985	3	GCA_021833665.1
Bacteria	Acidobacteriota	Aminicenantia	UBA2199	UBA2199	JAKAGC01	1	0	3	GCA_020355945.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	JAKAAZ01	16714	21633	9	GCA_021798735.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	JAJZFE01	214	0	3	GCA_903970395.1
Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	JAJYKC01	405486	542136	3	GCA_021778335.1
Bacteria	JAJYCY01	JAJYCY01	JAJYGY01	JAJYGY01	JAJYCY01	2789	3329	5	GCA_021785795.1
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	UBA2987	JAJFLU01	1058	1049	3	GCA_021772535.1
Bacteria	Acidobacteriota	Terriglobia	Terriglobales	JAIQGF01	JAIQGF01	14447	18858	3	GCA_020073285.1
Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	JAIQGC01	157	0	3	GCA_020072805.1
Archaea	Aenigmatarchaeota	Aenigmatarchaeia	CG10238-14	CG10238-14	JAHLMN01	119	0	3	GCA_025058005.1
Bacteria	Krumholzibacteriota	Krumholzibacteria	LZORAL124-64-63	LZORAL124-64-63	JAHJTW01	10734	14214	3	GCA_002790835.1
Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	JAHHUH01	145742	194495	5	GCA_017467905.1
